Frame,Visibility,X,Y,Z,Event,Timestamp
155,0,0.000000,0.000000,0.000000,0,5.166667
156,0,0.000000,0.000000,0.000000,0,5.200000
157,0,0.000000,0.000000,0.000000,0,5.233333
158,0,0.000000,0.000000,0.000000,0,5.266667
159,0,0.000000,0.000000,0.000000,0,5.300000
160,0,0.000000,0.000000,0.000000,0,5.333333
161,0,0.000000,0.000000,0.000000,0,5.366667
162,0,0.000000,0.000000,0.000000,0,5.400000
163,0,0.000000,0.000000,0.000000,0,5.433333
164,0,0.000000,0.000000,0.000000,0,5.466667
165,0,0.000000,0.000000,0.000000,0,5.500000
166,0,0.000000,0.000000,0.000000,0,5.533333
167,0,0.000000,0.000000,0.000000,0,5.566667
168,0,0.000000,0.000000,0.000000,0,5.600000
169,0,0.000000,0.000000,0.000000,0,5.633333
170,0,0.000000,0.000000,0.000000,0,5.666667
171,0,0.000000,0.000000,0.000000,0,5.700000
172,0,0.000000,0.000000,0.000000,0,5.733333
173,0,0.000000,0.000000,0.000000,0,5.766667
174,0,0.000000,0.000000,0.000000,0,5.800000
175,0,0.000000,0.000000,0.000000,0,5.833333
176,0,0.000000,0.000000,0.000000,0,5.866667
177,0,0.000000,0.000000,0.000000,0,5.900000
178,0,0.000000,0.000000,0.000000,0,5.933333
179,0,0.000000,0.000000,0.000000,0,5.966667
180,0,0.000000,0.000000,0.000000,0,6.000000
181,0,0.000000,0.000000,0.000000,0,6.033333
182,0,0.000000,0.000000,0.000000,0,6.066667
183,0,0.000000,0.000000,0.000000,0,6.100000
184,0,0.000000,0.000000,0.000000,0,6.133333
185,0,0.000000,0.000000,0.000000,0,6.166667
186,0,0.000000,0.000000,0.000000,0,6.200000
187,0,0.000000,0.000000,0.000000,0,6.233333
188,0,0.000000,0.000000,0.000000,0,6.266667
189,0,0.000000,0.000000,0.000000,0,6.300000
190,0,0.000000,0.000000,0.000000,0,6.333333
191,0,0.000000,0.000000,0.000000,0,6.366667
192,0,0.000000,0.000000,0.000000,0,6.400000
193,0,0.000000,0.000000,0.000000,0,6.433333
194,0,0.000000,0.000000,0.000000,0,6.466667
195,0,0.000000,0.000000,0.000000,0,6.500000
196,0,0.000000,0.000000,0.000000,0,6.533333
197,0,0.000000,0.000000,0.000000,0,6.566667
198,0,0.000000,0.000000,0.000000,0,6.600000
199,0,0.000000,0.000000,0.000000,0,6.633333
200,0,0.000000,0.000000,0.000000,0,6.666667
201,0,0.000000,0.000000,0.000000,0,6.700000
202,0,0.000000,0.000000,0.000000,0,6.733333
203,0,0.000000,0.000000,0.000000,0,6.766667
204,0,0.000000,0.000000,0.000000,0,6.800000
205,0,0.000000,0.000000,0.000000,0,6.833333
206,0,0.000000,0.000000,0.000000,0,6.866667
207,0,0.000000,0.000000,0.000000,0,6.900000
208,0,0.000000,0.000000,0.000000,0,6.933333
209,0,0.000000,0.000000,0.000000,0,6.966667
210,0,0.000000,0.000000,0.000000,0,7.000000
211,0,0.000000,0.000000,0.000000,0,7.033333
212,0,0.000000,0.000000,0.000000,0,7.066667
213,0,0.000000,0.000000,0.000000,0,7.100000
214,0,0.000000,0.000000,0.000000,0,7.133333
215,0,0.000000,0.000000,0.000000,0,7.166667
216,0,0.000000,0.000000,0.000000,0,7.200000
217,0,0.000000,0.000000,0.000000,0,7.233333
218,0,0.000000,0.000000,0.000000,0,7.266667
219,0,0.000000,0.000000,0.000000,0,7.300000
220,0,0.000000,0.000000,0.000000,0,7.333333
221,0,0.000000,0.000000,0.000000,0,7.366667
222,0,0.000000,0.000000,0.000000,0,7.400000
223,0,0.000000,0.000000,0.000000,0,7.433333
224,0,0.000000,0.000000,0.000000,0,7.466667
225,0,0.000000,0.000000,0.000000,0,7.500000
226,0,0.000000,0.000000,0.000000,0,7.533333
227,0,0.000000,0.000000,0.000000,0,7.566667
228,0,0.000000,0.000000,0.000000,0,7.600000
229,0,0.000000,0.000000,0.000000,0,7.633333
230,0,0.000000,0.000000,0.000000,0,7.666667
231,0,0.000000,0.000000,0.000000,0,7.700000
232,0,0.000000,0.000000,0.000000,0,7.733333
233,0,0.000000,0.000000,0.000000,0,7.766667
234,0,0.000000,0.000000,0.000000,0,7.800000
235,0,0.000000,0.000000,0.000000,0,7.833333
236,0,0.000000,0.000000,0.000000,0,7.866667
237,0,0.000000,0.000000,0.000000,0,7.900000
238,0,0.000000,0.000000,0.000000,0,7.933333
239,0,0.000000,0.000000,0.000000,0,7.966667
240,0,0.000000,0.000000,0.000000,0,8.000000
241,0,0.000000,0.000000,0.000000,0,8.033333
242,0,0.000000,0.000000,0.000000,0,8.066667
243,0,0.000000,0.000000,0.000000,0,8.100000
244,0,0.000000,0.000000,0.000000,0,8.133333
245,0,0.000000,0.000000,0.000000,0,8.166667
246,0,0.000000,0.000000,0.000000,0,8.200000
247,0,0.000000,0.000000,0.000000,0,8.233333
248,0,0.000000,0.000000,0.000000,0,8.266667
249,0,0.000000,0.000000,0.000000,0,8.300000
250,0,0.000000,0.000000,0.000000,0,8.333333
251,0,0.000000,0.000000,0.000000,0,8.366667
252,0,0.000000,0.000000,0.000000,0,8.400000
253,0,0.000000,0.000000,0.000000,0,8.433333
254,0,0.000000,0.000000,0.000000,0,8.466667
255,0,0.000000,0.000000,0.000000,0,8.500000
256,0,0.000000,0.000000,0.000000,0,8.533333
257,0,0.000000,0.000000,0.000000,0,8.566667
258,0,0.000000,0.000000,0.000000,0,8.600000
259,0,0.000000,0.000000,0.000000,0,8.633333
260,0,0.000000,0.000000,0.000000,0,8.666667
261,0,0.000000,0.000000,0.000000,0,8.700000
262,0,0.000000,0.000000,0.000000,0,8.733333
263,0,0.000000,0.000000,0.000000,0,8.766667
264,0,0.000000,0.000000,0.000000,0,8.800000
265,0,0.000000,0.000000,0.000000,0,8.833333
266,0,0.000000,0.000000,0.000000,0,8.866667
267,0,0.000000,0.000000,0.000000,0,8.900000
268,0,0.000000,0.000000,0.000000,0,8.933333
269,0,0.000000,0.000000,0.000000,0,8.966667
270,0,0.000000,0.000000,0.000000,0,9.000000
271,0,0.000000,0.000000,0.000000,0,9.033333
272,0,0.000000,0.000000,0.000000,0,9.066667
273,0,0.000000,0.000000,0.000000,0,9.100000
274,0,0.000000,0.000000,0.000000,0,9.133333
275,0,0.000000,0.000000,0.000000,0,9.166667
276,0,0.000000,0.000000,0.000000,0,9.200000
277,0,0.000000,0.000000,0.000000,0,9.233333
278,0,0.000000,0.000000,0.000000,0,9.266667
279,0,0.000000,0.000000,0.000000,0,9.300000
280,0,0.000000,0.000000,0.000000,0,9.333333
281,0,0.000000,0.000000,0.000000,0,9.366667
282,0,0.000000,0.000000,0.000000,0,9.400000
283,0,0.000000,0.000000,0.000000,0,9.433333
284,0,0.000000,0.000000,0.000000,0,9.466667
285,0,0.000000,0.000000,0.000000,0,9.500000
286,0,0.000000,0.000000,0.000000,0,9.533333
287,0,0.000000,0.000000,0.000000,0,9.566667
288,0,0.000000,0.000000,0.000000,0,9.600000
289,0,0.000000,0.000000,0.000000,0,9.633333
290,0,0.000000,0.000000,0.000000,0,9.666667
291,0,0.000000,0.000000,0.000000,0,9.700000
292,0,0.000000,0.000000,0.000000,0,9.733333
293,0,0.000000,0.000000,0.000000,0,9.766667
294,0,0.000000,0.000000,0.000000,0,9.800000
295,0,0.000000,0.000000,0.000000,0,9.833333
296,0,0.000000,0.000000,0.000000,0,9.866667
297,0,0.000000,0.000000,0.000000,0,9.900000
298,0,0.000000,0.000000,0.000000,0,9.933333
299,0,0.000000,0.000000,0.000000,0,9.966667
300,0,0.000000,0.000000,0.000000,0,10.000000
301,0,0.000000,0.000000,0.000000,0,10.033333
302,0,0.000000,0.000000,0.000000,0,10.066667
303,0,0.000000,0.000000,0.000000,0,10.100000
304,0,0.000000,0.000000,0.000000,0,10.133333
305,0,0.000000,0.000000,0.000000,0,10.166667
306,0,0.000000,0.000000,0.000000,0,10.200000
307,0,0.000000,0.000000,0.000000,0,10.233333
308,0,0.000000,0.000000,0.000000,0,10.266667
309,0,0.000000,0.000000,0.000000,0,10.300000
310,0,0.000000,0.000000,0.000000,0,10.333333
311,0,0.000000,0.000000,0.000000,0,10.366667
312,0,0.000000,0.000000,0.000000,0,10.400000
313,0,0.000000,0.000000,0.000000,0,10.433333
314,0,0.000000,0.000000,0.000000,0,10.466667
315,0,0.000000,0.000000,0.000000,0,10.500000
316,0,0.000000,0.000000,0.000000,0,10.533333
317,0,0.000000,0.000000,0.000000,0,10.566667
318,0,0.000000,0.000000,0.000000,0,10.600000
319,0,0.000000,0.000000,0.000000,0,10.633333
320,0,0.000000,0.000000,0.000000,0,10.666667
321,0,0.000000,0.000000,0.000000,0,10.700000
322,0,0.000000,0.000000,0.000000,0,10.733333
323,0,0.000000,0.000000,0.000000,0,10.766667
324,0,0.000000,0.000000,0.000000,0,10.800000
325,0,0.000000,0.000000,0.000000,0,10.833333
326,0,0.000000,0.000000,0.000000,0,10.866667
327,0,0.000000,0.000000,0.000000,0,10.900000
328,0,0.000000,0.000000,0.000000,0,10.933333
329,0,0.000000,0.000000,0.000000,0,10.966667
330,0,0.000000,0.000000,0.000000,0,11.000000
331,0,0.000000,0.000000,0.000000,0,11.033333
332,0,0.000000,0.000000,0.000000,0,11.066667
333,0,0.000000,0.000000,0.000000,0,11.100000
334,0,0.000000,0.000000,0.000000,0,11.133333
335,0,0.000000,0.000000,0.000000,0,11.166667
336,0,0.000000,0.000000,0.000000,0,11.200000
337,0,0.000000,0.000000,0.000000,0,11.233333
338,0,0.000000,0.000000,0.000000,0,11.266667
339,0,0.000000,0.000000,0.000000,0,11.300000
340,0,0.000000,0.000000,0.000000,0,11.333333
341,0,0.000000,0.000000,0.000000,0,11.366667
342,0,0.000000,0.000000,0.000000,0,11.400000
343,0,0.000000,0.000000,0.000000,0,11.433333
344,0,0.000000,0.000000,0.000000,0,11.466667
345,0,0.000000,0.000000,0.000000,0,11.500000
346,0,0.000000,0.000000,0.000000,0,11.533333
347,0,0.000000,0.000000,0.000000,0,11.566667
348,0,0.000000,0.000000,0.000000,0,11.600000
349,0,0.000000,0.000000,0.000000,0,11.633333
350,0,0.000000,0.000000,0.000000,0,11.666667
351,0,0.000000,0.000000,0.000000,0,11.700000
352,0,0.000000,0.000000,0.000000,0,11.733333
353,0,0.000000,0.000000,0.000000,0,11.766667
354,0,0.000000,0.000000,0.000000,0,11.800000
355,0,0.000000,0.000000,0.000000,0,11.833333
356,0,0.000000,0.000000,0.000000,0,11.866667
357,0,0.000000,0.000000,0.000000,0,11.900000
358,0,0.000000,0.000000,0.000000,0,11.933333
359,0,0.000000,0.000000,0.000000,0,11.966667
360,0,0.000000,0.000000,0.000000,0,12.000000
361,0,0.000000,0.000000,0.000000,0,12.033333
362,0,0.000000,0.000000,0.000000,0,12.066667
363,0,0.000000,0.000000,0.000000,0,12.100000
364,0,0.000000,0.000000,0.000000,0,12.133333
365,0,0.000000,0.000000,0.000000,0,12.166667
366,0,0.000000,0.000000,0.000000,0,12.200000
367,0,0.000000,0.000000,0.000000,0,12.233333
368,0,0.000000,0.000000,0.000000,0,12.266667
369,0,0.000000,0.000000,0.000000,0,12.300000
370,0,0.000000,0.000000,0.000000,0,12.333333
371,0,0.000000,0.000000,0.000000,0,12.366667
372,0,0.000000,0.000000,0.000000,0,12.400000
373,0,0.000000,0.000000,0.000000,0,12.433333
374,0,0.000000,0.000000,0.000000,0,12.466667
375,0,0.000000,0.000000,0.000000,0,12.500000
376,0,0.000000,0.000000,0.000000,0,12.533333
377,0,0.000000,0.000000,0.000000,0,12.566667
378,0,0.000000,0.000000,0.000000,0,12.600000
379,0,0.000000,0.000000,0.000000,0,12.633333
380,0,0.000000,0.000000,0.000000,0,12.666667
381,0,0.000000,0.000000,0.000000,0,12.700000
382,0,0.000000,0.000000,0.000000,0,12.733333
383,0,0.000000,0.000000,0.000000,0,12.766667
384,0,0.000000,0.000000,0.000000,0,12.800000
385,0,0.000000,0.000000,0.000000,0,12.833333
386,0,0.000000,0.000000,0.000000,0,12.866667
387,0,0.000000,0.000000,0.000000,0,12.900000
388,0,0.000000,0.000000,0.000000,0,12.933333
389,0,0.000000,0.000000,0.000000,0,12.966667
390,0,0.000000,0.000000,0.000000,0,13.000000
391,0,0.000000,0.000000,0.000000,0,13.033333
392,0,0.000000,0.000000,0.000000,0,13.066667
393,0,0.000000,0.000000,0.000000,0,13.100000
394,0,0.000000,0.000000,0.000000,0,13.133333
395,0,0.000000,0.000000,0.000000,0,13.166667
396,0,0.000000,0.000000,0.000000,0,13.200000
397,0,0.000000,0.000000,0.000000,0,13.233333
398,0,0.000000,0.000000,0.000000,0,13.266667
399,0,0.000000,0.000000,0.000000,0,13.300000
400,0,0.000000,0.000000,0.000000,0,13.333333
401,0,0.000000,0.000000,0.000000,0,13.366667
402,0,0.000000,0.000000,0.000000,0,13.400000
403,0,0.000000,0.000000,0.000000,0,13.433333
404,0,0.000000,0.000000,0.000000,0,13.466667
405,0,0.000000,0.000000,0.000000,0,13.500000
406,0,0.000000,0.000000,0.000000,0,13.533333
407,0,0.000000,0.000000,0.000000,0,13.566667
408,0,0.000000,0.000000,0.000000,0,13.600000
409,0,0.000000,0.000000,0.000000,0,13.633333
410,0,0.000000,0.000000,0.000000,0,13.666667
411,0,0.000000,0.000000,0.000000,0,13.700000
412,0,0.000000,0.000000,0.000000,0,13.733333
413,0,0.000000,0.000000,0.000000,0,13.766667
414,0,0.000000,0.000000,0.000000,0,13.800000
415,0,0.000000,0.000000,0.000000,0,13.833333
416,0,0.000000,0.000000,0.000000,0,13.866667
417,0,0.000000,0.000000,0.000000,0,13.900000
418,0,0.000000,0.000000,0.000000,0,13.933333
419,0,0.000000,0.000000,0.000000,0,13.966667
420,0,0.000000,0.000000,0.000000,0,14.000000
421,0,0.000000,0.000000,0.000000,0,14.033333
422,0,0.000000,0.000000,0.000000,0,14.066667
423,0,0.000000,0.000000,0.000000,0,14.100000
424,0,0.000000,0.000000,0.000000,0,14.133333
425,0,0.000000,0.000000,0.000000,0,14.166667
426,0,0.000000,0.000000,0.000000,0,14.200000
427,0,0.000000,0.000000,0.000000,0,14.233333
428,0,0.000000,0.000000,0.000000,0,14.266667
429,0,0.000000,0.000000,0.000000,0,14.300000
430,0,0.000000,0.000000,0.000000,0,14.333333
431,1,207.140000,242.450000,0.000000,0,14.366667
432,1,207.090000,242.500000,0.000000,0,14.400000
433,1,207.070000,242.440000,0.000000,0,14.433333
434,0,0.000000,0.000000,0.000000,0,14.466667
435,0,0.000000,0.000000,0.000000,0,14.500000
436,0,0.000000,0.000000,0.000000,0,14.533333
437,0,0.000000,0.000000,0.000000,0,14.566667
438,0,0.000000,0.000000,0.000000,0,14.600000
439,0,0.000000,0.000000,0.000000,0,14.633333
440,0,0.000000,0.000000,0.000000,0,14.666667
441,0,0.000000,0.000000,0.000000,0,14.700000
442,0,0.000000,0.000000,0.000000,0,14.733333
443,0,0.000000,0.000000,0.000000,0,14.766667
444,0,0.000000,0.000000,0.000000,0,14.800000
445,0,0.000000,0.000000,0.000000,0,14.833333
446,0,0.000000,0.000000,0.000000,0,14.866667
447,0,0.000000,0.000000,0.000000,0,14.900000
448,0,0.000000,0.000000,0.000000,0,14.933333
449,0,0.000000,0.000000,0.000000,0,14.966667
450,0,0.000000,0.000000,0.000000,0,15.000000
451,0,0.000000,0.000000,0.000000,0,15.033333
452,0,0.000000,0.000000,0.000000,0,15.066667
453,0,0.000000,0.000000,0.000000,0,15.100000
454,0,0.000000,0.000000,0.000000,0,15.133333
455,0,0.000000,0.000000,0.000000,0,15.166667
456,0,0.000000,0.000000,0.000000,0,15.200000
457,0,0.000000,0.000000,0.000000,0,15.233333
458,0,0.000000,0.000000,0.000000,0,15.266667
459,0,0.000000,0.000000,0.000000,0,15.300000
460,0,0.000000,0.000000,0.000000,0,15.333333
461,0,0.000000,0.000000,0.000000,0,15.366667
462,0,0.000000,0.000000,0.000000,0,15.400000
463,0,0.000000,0.000000,0.000000,0,15.433333
464,0,0.000000,0.000000,0.000000,0,15.466667
465,0,0.000000,0.000000,0.000000,0,15.500000
466,0,0.000000,0.000000,0.000000,0,15.533333
467,0,0.000000,0.000000,0.000000,0,15.566667
468,0,0.000000,0.000000,0.000000,0,15.600000
469,0,0.000000,0.000000,0.000000,0,15.633333
470,0,0.000000,0.000000,0.000000,0,15.666667
471,0,0.000000,0.000000,0.000000,0,15.700000
472,0,0.000000,0.000000,0.000000,0,15.733333
473,0,0.000000,0.000000,0.000000,0,15.766667
474,0,0.000000,0.000000,0.000000,0,15.800000
475,0,0.000000,0.000000,0.000000,0,15.833333
476,0,0.000000,0.000000,0.000000,0,15.866667
477,0,0.000000,0.000000,0.000000,0,15.900000
478,0,0.000000,0.000000,0.000000,0,15.933333
479,0,0.000000,0.000000,0.000000,0,15.966667
480,0,0.000000,0.000000,0.000000,0,16.000000
481,0,0.000000,0.000000,0.000000,0,16.033333
482,0,0.000000,0.000000,0.000000,0,16.066667
483,0,0.000000,0.000000,0.000000,0,16.100000
484,0,0.000000,0.000000,0.000000,0,16.133333
485,0,0.000000,0.000000,0.000000,0,16.166667
486,0,0.000000,0.000000,0.000000,0,16.200000
487,0,0.000000,0.000000,0.000000,0,16.233333
488,0,0.000000,0.000000,0.000000,0,16.266667
489,0,0.000000,0.000000,0.000000,0,16.300000
490,0,0.000000,0.000000,0.000000,0,16.333333
491,0,0.000000,0.000000,0.000000,0,16.366667
492,0,0.000000,0.000000,0.000000,0,16.400000
493,0,0.000000,0.000000,0.000000,0,16.433333
494,0,0.000000,0.000000,0.000000,0,16.466667
495,0,0.000000,0.000000,0.000000,0,16.500000
496,0,0.000000,0.000000,0.000000,0,16.533333
497,0,0.000000,0.000000,0.000000,0,16.566667
498,0,0.000000,0.000000,0.000000,0,16.600000
499,0,0.000000,0.000000,0.000000,0,16.633333
500,0,0.000000,0.000000,0.000000,0,16.666667
501,0,0.000000,0.000000,0.000000,0,16.700000
502,0,0.000000,0.000000,0.000000,0,16.733333
503,0,0.000000,0.000000,0.000000,0,16.766667
504,0,0.000000,0.000000,0.000000,0,16.800000
505,0,0.000000,0.000000,0.000000,0,16.833333
506,0,0.000000,0.000000,0.000000,0,16.866667
507,0,0.000000,0.000000,0.000000,0,16.900000
508,0,0.000000,0.000000,0.000000,0,16.933333
509,0,0.000000,0.000000,0.000000,0,16.966667
510,0,0.000000,0.000000,0.000000,0,17.000000
511,0,0.000000,0.000000,0.000000,0,17.033333
512,0,0.000000,0.000000,0.000000,0,17.066667
513,0,0.000000,0.000000,0.000000,0,17.100000
514,0,0.000000,0.000000,0.000000,0,17.133333
515,0,0.000000,0.000000,0.000000,0,17.166667
516,0,0.000000,0.000000,0.000000,0,17.200000
517,0,0.000000,0.000000,0.000000,0,17.233333
518,0,0.000000,0.000000,0.000000,0,17.266667
519,0,0.000000,0.000000,0.000000,0,17.300000
520,0,0.000000,0.000000,0.000000,0,17.333333
521,0,0.000000,0.000000,0.000000,0,17.366667
522,0,0.000000,0.000000,0.000000,0,17.400000
523,0,0.000000,0.000000,0.000000,0,17.433333
524,0,0.000000,0.000000,0.000000,0,17.466667
525,0,0.000000,0.000000,0.000000,0,17.500000
526,0,0.000000,0.000000,0.000000,0,17.533333
527,0,0.000000,0.000000,0.000000,0,17.566667
528,0,0.000000,0.000000,0.000000,0,17.600000
529,0,0.000000,0.000000,0.000000,0,17.633333
530,0,0.000000,0.000000,0.000000,0,17.666667
531,0,0.000000,0.000000,0.000000,0,17.700000
532,0,0.000000,0.000000,0.000000,0,17.733333
533,0,0.000000,0.000000,0.000000,0,17.766667
534,0,0.000000,0.000000,0.000000,0,17.800000
535,0,0.000000,0.000000,0.000000,0,17.833333
